Date,Open,High,Low,Close,Volume,Adj Close
2016-06-02,209.800003,210.929993,209.240005,210.910004,63044700,207.541056
2016-06-01,209.119995,210.479996,208.889999,210.270004,69936200,206.91128
2016-05-31,210.559998,210.690002,209.179993,209.839996,109879400,206.48814
2016-05-27,209.529999,210.25,209.470001,210.240005,59329000,206.88176
2016-05-26,209.440002,209.710007,208.970001,209.339996,55280700,205.996127
2016-05-25,208.669998,209.770004,207.869995,209.279999,76621400,205.937088
2016-05-24,206.169998,208.240005,206.139999,207.869995,93537800,204.549607
2016-05-23,205.509995,205.839996,204.990005,205.210007,58682600,201.932107
2016-05-20,204.919998,206.100006,204.860001,205.490005,104990400,202.207634
2016-05-19,204.059998,204.539993,202.779999,204.199997,115430500,200.938231
2016-05-18,204.440002,206.300003,203.630005,204.910004,120062100,201.636896
2016-05-17,206.460007,206.800003,204.229996,204.850006,114924900,201.577857
2016-05-16,204.960007,207.339996,204.889999,206.779999,77486800,203.477021
2016-05-13,206.210007,206.860001,204.380005,204.759995,96474600,201.489283
2016-05-12,207.289993,207.490005,205.369995,206.559998,89586300,203.260534
2016-05-11,207.910004,208.539993,206.50,206.50,81727000,203.201495
2016-05-10,206.720001,208.470001,206.639999,208.449997,77472200,205.120344
2016-05-09,205.570007,206.399994,205.360001,205.889999,74374900,202.601238
2016-05-06,204.059998,205.770004,203.880005,205.720001,83784900,202.433956
2016-05-05,205.559998,205.979996,204.470001,204.970001,67619200,201.695936
2016-05-04,204.990005,205.850006,204.419998,205.009995,92243800,201.73529
2016-05-03,206.520004,206.800003,205.279999,206.160004,101267500,202.86693
2016-05-02,206.919998,208.179993,206.410004,207.970001,62188000,204.648015
2016-04-29,206.720001,207.130005,205.029999,206.330002,142424100,203.034212
2016-04-28,208.460007,209.759995,206.960007,207.449997,97216200,204.136317
2016-04-27,208.470001,209.809998,208.050003,209.350006,77329400,206.005977
2016-04-26,209.039993,209.520004,208.360001,208.919998,75864200,205.582838
2016-04-25,208.259995,208.660004,207.539993,208.610001,66166500,205.277792
2016-04-22,208.550003,209.289993,207.910004,208.970001,99251700,205.632042
2016-04-21,210.119995,210.25,208.649994,208.970001,85695000,205.632042
2016-04-20,209.949997,210.919998,209.389999,210.100006,81100300,206.743997
2016-04-19,209.740005,210.199997,208.940002,209.899994,88316100,206.54718
2016-04-18,207.779999,209.279999,207.00,209.240005,75277700,205.897733
2016-04-15,208.009995,208.169998,207.399994,207.779999,75761600,204.461048
2016-04-14,208.070007,208.600006,207.600006,208.009995,65212900,204.68737
2016-04-13,207.00,208.100006,206.839996,208.00,96336400,204.677535
2016-04-12,204.220001,206.25,203.699997,205.919998,115350600,202.630758
2016-04-11,205.25,206.070007,203.910004,204.020004,83757500,200.761113
2016-04-08,205.339996,205.850006,203.869995,204.50,95040600,201.233442
2016-04-07,205.139999,205.559998,203.089996,203.949997,113859000,200.692224
2016-04-06,204.190002,206.490005,203.979996,206.419998,91839800,203.122771
2016-04-05,204.669998,206.259995,203.889999,204.190002,99662200,200.928396
2016-04-04,206.830002,207.070007,205.889999,206.25,63497000,202.955488
2016-04-01,204.350006,207.139999,203.979996,206.919998,114423500,203.614785
2016-03-31,205.910004,206.410004,205.330002,205.520004,94584100,202.237153
2016-03-30,206.300003,206.869995,205.589996,206.020004,86365300,202.729167
2016-03-29,202.759995,205.25,202.399994,205.119995,92922900,201.843534
2016-03-28,203.610001,203.860001,202.710007,203.240005,62408200,199.993574
2016-03-24,202.00,203.160004,201.740005,203.119995,84360900,199.87548
2016-03-23,204.110001,204.330002,203.009995,203.210007,81052500,199.964054
2016-03-22,203.759995,205.229996,203.570007,204.559998,97471900,201.292481
2016-03-21,204.070007,204.940002,203.800003,204.669998,72926700,201.400725
2016-03-18,204.169998,204.779999,203.800003,204.380005,138372400,201.115364
2016-03-17,203.240005,205.229996,202.770004,204.630005,134278500,200.328134
2016-03-16,201.600006,203.820007,201.550003,203.339996,129303200,199.065245
2016-03-15,201.360001,202.529999,201.050003,202.169998,93169100,197.919844
2016-03-14,202.160004,203.039993,201.770004,202.50,73612000,198.242908
2016-03-11,201.259995,202.809998,199.520004,202.759995,137964500,198.497437
2016-03-10,199.960007,201.070007,197.380005,199.539993,156838700,195.345128
2016-03-09,199.360001,199.789993,198.429993,199.380005,94801200,195.188503
2016-03-08,199.320007,199.919998,198.210007,198.399994,123974900,194.229095
2016-03-07,199.339996,201.070007,199.25,200.589996,100219000,196.373058
2016-03-04,200.009995,201.350006,199.029999,200.429993,129293600,196.216418
2016-03-03,198.789993,199.800003,198.110001,199.779999,95172200,195.580088
2016-03-02,197.740005,199.059998,197.25,199.00,102415000,194.816487
2016-03-01,195.009995,198.210007,194.449997,198.110001,141799700,193.945198
2016-02-29,195.110001,196.229996,193.330002,193.559998,125918100,189.490848
2016-02-26,196.570007,196.679993,194.899994,195.089996,129833700,190.988682
2016-02-25,193.729996,195.550003,192.830002,195.539993,110728300,191.429219
2016-02-24,190.630005,193.529999,189.320007,193.199997,150812200,189.138416
2016-02-23,194.00,194.320007,192.179993,192.320007,111455300,188.276926
2016-02-22,193.869995,194.949997,193.789993,194.779999,103640300,190.685202
2016-02-19,191.169998,192.179993,190.449997,192.00,114793000,187.963646
2016-02-18,193.199997,193.270004,191.720001,192.089996,102343000,188.05175
2016-02-17,191.160004,193.320007,191.009995,192.880005,136009500,188.825151
2016-02-16,188.770004,189.809998,187.630005,189.779999,120250700,185.790315
2016-02-12,184.960007,186.649994,183.960007,186.630005,127632400,182.706542
2016-02-11,182.339996,184.100006,181.089996,182.860001,219058900,179.015794
2016-02-10,186.410004,188.339996,185.119995,185.270004,148214100,181.375133
2016-02-09,183.360001,186.940002,183.199997,185.429993,184513100,181.531758
2016-02-08,185.770004,186.119995,182.800003,185.419998,191526700,181.521973
2016-02-05,190.990005,191.669998,187.199997,187.949997,180788300,183.998785
2016-02-04,190.710007,192.75,189.960007,191.600006,139531800,187.572061
2016-02-03,191.410004,191.779999,187.100006,191.300003,205054900,187.278365
2016-02-02,191.960007,191.970001,189.539993,190.160004,182564900,186.162331
2016-02-01,192.529999,194.580002,191.839996,193.649994,136061600,189.578953
2016-01-29,190.020004,193.880005,189.880005,193.720001,210529300,189.647488
2016-01-28,189.960007,190.199997,187.160004,189.110001,143798800,185.134402
2016-01-27,189.580002,191.559998,187.059998,188.130005,185681700,184.175008
2016-01-26,188.419998,190.529999,188.020004,190.199997,141036800,186.201484
2016-01-25,189.919998,190.149994,187.410004,187.639999,130371700,183.695304
2016-01-22,189.779999,190.759995,188.880005,190.520004,168319600,186.514764
2016-01-21,186.210007,188.869995,184.639999,186.690002,195772900,182.765279
2016-01-20,185.029999,187.50,181.020004,185.649994,286547800,181.747134
2016-01-19,189.960007,190.110001,186.199997,188.059998,195244400,184.106473
2016-01-15,186.770004,188.759995,185.520004,187.809998,314240200,183.861729
2016-01-14,189.550003,193.259995,187.660004,191.929993,240795600,187.89511
2016-01-13,194.449997,194.860001,188.380005,188.830002,221168900,184.86029
2016-01-12,193.820007,194.550003,191.139999,193.660004,172330500,189.588752
2016-01-11,193.009995,193.410004,189.820007,192.110001,187941300,188.071334
2016-01-08,195.190002,195.850006,191.580002,191.919998,209817200,187.885326
2016-01-07,195.330002,197.440002,193.589996,194.050003,213436100,189.970552
2016-01-06,198.339996,200.059998,197.600006,198.820007,152112600,194.640278
2016-01-05,201.399994,201.899994,200.050003,201.360001,110845800,197.126874
2016-01-04,200.490005,201.029999,198.589996,201.020004,222353500,196.794026
2015-12-31,205.130005,205.889999,203.869995,203.869995,102929500,199.584102
2015-12-30,207.110001,207.210007,205.759995,205.929993,63317700,201.600793
2015-12-29,206.509995,207.789993,206.470001,207.399994,92640700,203.039891
2015-12-28,204.860001,205.259995,203.940002,205.210007,65899900,200.895943
2015-12-24,205.720001,206.330002,205.419998,205.679993,48539600,201.356049
2015-12-23,204.690002,206.070007,204.580002,206.020004,110987200,201.688912
2015-12-22,202.720001,203.850006,201.550003,203.50,111026200,199.221885
2015-12-21,201.410004,201.880005,200.089996,201.669998,99094300,197.430355
2015-12-18,202.770004,202.929993,199.830002,200.020004,251393500,195.815048
2015-12-17,208.399994,208.479996,204.839996,204.860001,173092500,199.366778
2015-12-16,206.369995,208.389999,204.800003,208.029999,197017000,202.451774
2015-12-15,204.699997,206.110001,202.869995,205.029999,154069600,199.532218
2015-12-14,202.070007,203.050003,199.949997,202.899994,182385200,197.459328
2015-12-11,203.350006,204.139999,201.509995,201.880005,211173300,196.466689
2015-12-10,205.419998,207.429993,205.139999,205.869995,115196800,200.34969
2015-12-09,206.190002,208.679993,204.179993,205.339996,162401500,199.833903
2015-12-08,206.490005,208.289993,205.779999,206.949997,103372400,201.400732
2015-12-07,209.229996,209.729996,207.199997,208.350006,102027100,202.763201
2015-12-04,205.610001,209.970001,205.610001,209.619995,192913900,203.999135
2015-12-03,208.830002,209.149994,204.75,205.610001,166224200,200.096667
2015-12-02,210.619995,211.00,208.229996,208.529999,108441300,202.938367
2015-12-01,209.440002,210.820007,209.110001,210.679993,97858400,205.03071
2015-11-30,209.75,209.889999,208.559998,208.690002,112822700,203.09408
2015-11-27,209.429993,209.800003,208.860001,209.559998,37317800,203.940747
2015-11-25,209.50,209.740005,209.009995,209.320007,51980100,203.707192
2015-11-24,207.869995,209.830002,207.410004,209.350006,98874400,203.736386
2015-11-23,209.380005,209.979996,208.520004,209.070007,64931200,203.463895
2015-11-20,209.449997,210.119995,208.860001,209.309998,94011500,203.69745
2015-11-19,208.589996,209.050003,208.199997,208.550003,88220500,202.957835
2015-11-18,206.039993,208.899994,205.990005,208.729996,121342500,203.133001
2015-11-17,205.990005,207.039993,204.880005,205.470001,121123700,199.960422
2015-11-16,202.320007,205.690002,202.179993,205.619995,117645200,200.106394
2015-11-13,204.350006,204.669998,202.440002,202.539993,153577100,197.108981
2015-11-12,206.50,207.059998,204.820007,204.839996,121315200,199.34731
2015-11-11,208.880005,208.940002,207.660004,207.740005,67846000,202.169557
2015-11-10,207.509995,208.600006,207.190002,208.559998,75874600,202.967561
2015-11-09,209.309998,209.490005,206.949997,208.080002,131008700,202.500436
2015-11-06,209.740005,210.320007,208.460007,210.039993,110471500,204.407872
2015-11-05,210.429993,210.979996,209.089996,210.149994,78408700,204.514923
2015-11-04,211.350006,211.50,209.720001,210.360001,96224500,204.719298
2015-11-03,209.970001,211.660004,209.699997,211.00,95246100,205.342136
2015-11-02,208.320007,210.619995,208.169998,210.389999,86270800,204.748492
2015-10-30,209.059998,209.440002,207.740005,207.929993,131076900,202.35445
2015-10-29,208.350006,209.270004,208.210007,208.830002,90525500,203.230325
2015-10-28,207.00,208.979996,206.210007,208.949997,135906700,203.347103
2015-10-27,206.199997,207.00,205.789993,206.600006,77905800,201.060126
2015-10-26,207.300003,207.369995,206.559998,207.00,69033000,201.449394
2015-10-23,207.25,207.949997,206.300003,207.509995,144442300,201.945714
2015-10-22,202.979996,205.509995,201.850006,205.259995,174911700,199.756046
2015-10-21,203.610001,203.789993,201.649994,201.850006,102038000,196.437495
2015-10-20,202.850006,203.839996,202.550003,203.110001,78448500,197.663703
2015-10-19,202.50,203.369995,202.130005,203.369995,76523900,197.916726
2015-10-16,202.830002,203.289993,201.919998,203.270004,114580100,197.819417
2015-10-15,200.080002,202.360001,199.639999,202.350006,134142200,196.924088
2015-10-14,200.179993,200.869995,198.940002,199.289993,99106200,193.946128
2015-10-13,200.649994,202.160004,200.050003,200.25,88038700,194.880392
2015-10-12,201.419998,201.759995,200.910004,201.520004,56395600,196.116342
2015-10-09,201.380005,201.899994,200.580002,201.330002,107069200,195.931434
2015-10-08,198.949997,201.550003,198.589996,201.210007,153055200,195.814657
2015-10-07,198.899994,199.830002,197.479996,199.410004,124307300,194.06292
2015-10-06,198.309998,198.979996,197.00,197.789993,110274500,192.486349
2015-10-05,196.460007,198.740005,196.330002,198.470001,126320800,193.148123
2015-10-02,189.770004,195.029999,189.119995,195.00,211003300,189.771169
2015-10-01,192.080002,192.490005,189.820007,192.130005,131079000,186.978131
2015-09-30,190.369995,191.830002,189.440002,191.630005,163452000,186.491538
2015-09-29,188.270004,189.740005,186.929993,188.119995,159045600,183.075648
2015-09-28,191.779999,191.910004,187.639999,188.009995,178515900,182.968597
2015-09-25,194.639999,195.00,191.809998,192.850006,155054800,187.678826
2015-09-24,192.149994,193.449997,190.559998,192.899994,159378800,187.727473
2015-09-23,194.110001,194.669998,192.910004,193.600006,92790600,188.408715
2015-09-22,193.880005,194.460007,192.559998,193.910004,153890900,188.7104
2015-09-21,196.440002,197.679993,195.210007,196.460007,105726200,191.192026
2015-09-18,195.710007,198.679993,194.960007,195.449997,223657500,190.209099
2015-09-17,200.020004,202.889999,199.279999,199.729996,276046600,193.369028
2015-09-16,198.820007,200.410004,198.410004,200.179993,99581600,193.804693
2015-09-15,196.610001,198.990005,195.960007,198.460007,113806200,192.139485
2015-09-14,196.949997,197.009995,195.429993,196.009995,79452000,189.767501
2015-09-11,195.380005,196.820007,194.529999,196.740005,119691200,190.474262
2015-09-10,194.559998,197.220001,194.25,195.850006,158611100,189.612608
2015-09-09,199.320007,199.470001,194.350006,194.789993,149347700,188.586354
2015-09-08,195.940002,197.610001,195.169998,197.429993,116025700,191.142275
2015-09-04,192.850006,193.860001,191.610001,192.589996,207081000,186.456422
2015-09-03,196.259995,198.050003,194.960007,195.550003,152087800,189.322159
2015-09-02,194.619995,195.460007,192.419998,195.410004,160269300,189.186618
2015-09-01,193.119995,194.770004,190.729996,191.770004,256000400,185.662545
2015-08-31,198.110001,199.130005,197.009995,197.669998,163298800,191.374637
2015-08-28,198.50,199.839996,197.919998,199.279999,160414400,192.933362
2015-08-27,197.020004,199.419998,195.210007,199.270004,274143900,192.923686
2015-08-26,192.080002,194.789993,188.369995,194.460007,339257000,188.266877
2015-08-25,195.429993,195.449997,186.919998,187.270004,369833100,181.30586
2015-08-24,187.490005,197.479996,182.399994,189.50,507244300,183.464835
2015-08-21,201.729996,203.940002,197.520004,197.830002,346588500,191.529545
2015-08-20,206.509995,208.289993,203.899994,203.970001,194327900,197.473998
2015-08-19,209.089996,210.009995,207.350006,208.320007,172946000,201.685466
2015-08-18,210.259995,210.679993,209.699997,209.979996,71692700,203.292588
2015-08-17,208.710007,210.589996,208.160004,210.589996,79072600,203.883161
2015-08-14,208.429993,209.509995,208.259995,209.419998,72786500,202.750425
2015-08-13,208.729996,209.550003,208.009995,208.660004,89383300,202.014634
2015-08-12,207.110001,209.139999,205.360001,208.919998,172123700,202.266349
2015-08-11,208.970001,209.470001,207.759995,208.669998,126081400,202.024311
2015-08-10,209.279999,210.669998,209.279999,210.570007,80270700,203.863809
2015-08-07,208.160004,208.339996,206.869995,207.949997,117858000,201.32724
2015-08-06,210.289993,210.419998,207.649994,208.350006,116030800,201.71451
2015-08-05,210.449997,211.309998,209.729996,210.070007,85786800,203.379732
2015-08-04,209.699997,210.25,208.800003,209.380005,81820800,202.711705
2015-08-03,210.460007,210.529999,208.649994,209.789993,113965700,203.108636
2015-07-31,211.419998,211.449997,210.160004,210.50,103266900,203.796031
2015-07-30,210.160004,211.020004,209.419998,210.820007,91304400,204.105847
2015-07-29,209.479996,211.039993,209.309998,210.770004,105791300,204.057436
2015-07-28,207.789993,209.50,206.800003,209.330002,123544800,202.663295
2015-07-27,206.940002,207.550003,206.259995,206.789993,132361100,200.20418
2015-07-24,210.300003,210.369995,207.600006,208.00,117755000,201.37565
2015-07-23,211.529999,211.649994,209.75,210.179993,90509100,203.486215
2015-07-22,210.929993,211.770004,210.889999,211.369995,88667900,204.638318
2015-07-21,212.429993,212.740005,211.389999,211.75,77965000,205.006221
2015-07-20,212.75,213.179993,212.210007,212.589996,70446800,205.819465
2015-07-17,212.289993,212.550003,211.800003,212.479996,89030000,205.712968
2015-07-16,211.869995,212.300003,211.580002,212.300003,106683300,205.538708
2015-07-15,210.729996,211.279999,210.039993,210.610001,97914100,203.902528
2015-07-14,209.720001,211.050003,209.649994,210.679993,81709600,203.970291
2015-07-13,208.990005,209.899994,208.940002,209.770004,106069400,203.089284
2015-07-10,207.289993,207.979996,204.949997,207.479996,129456900,200.872207
2015-07-09,207.039993,207.350006,204.770004,204.899994,144113100,198.374373
2015-07-08,206.419998,206.759995,204.25,204.529999,164020100,198.016161
2015-07-07,206.960007,208.169998,204.110001,208.020004,173820200,201.395018
2015-07-06,205.770004,207.649994,205.529999,206.720001,117975400,200.136417
